id_x,network,site_id,location,box,label_x,timestamp,host_timestamp,label_y,status_x,alert_type,extra_data,linked_alerthistory,id_y,subject,priority,status_y,type,due_by,created_at,cf_system,cf_site_location
48988227.0,2896.0,9283,94179.0,103503.0,AA034,2024-06-09T08:39:30,2024-06-09T02:39:29,Input or License Errors Alert,terminated,3.0,Input Lost,48988045.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48988045.0,2896.0,9283,94179.0,103503.0,AA034,2024-06-09T08:07:21,2024-06-09T02:07:21,Input or License Errors Alert,raised,3.0,Input Lost,48988227.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48988015.0,2896.0,9283,94178.0,103502.0,AA034,2024-06-09T08:03:09,2024-06-09T02:03:08,Input or License Errors Alert,raised,3.0,Input Lost,48988333.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48978506.0,2896.0,9283,94178.0,103502.0,AA034,2024-06-08T09:35:20,2024-06-08T03:35:20,Input or License Errors Alert,terminated,3.0,"Processing,Black Input",48978342.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48978342.0,2896.0,9283,94178.0,103502.0,AA034,2024-06-08T09:02:41,2024-06-08T03:02:40,Input or License Errors Alert,raised,3.0,"Processing,Black Input",48978506.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48944344.0,2896.0,9283,94179.0,103503.0,AA034,2024-06-05T01:06:48,2024-06-04T19:06:48,Input or License Errors Alert,terminated,3.0,"Processing,Black Input",48943989.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48943989.0,2896.0,9283,94179.0,103503.0,AA034,2024-06-05T00:32:47,2024-06-04T18:32:46,Input or License Errors Alert,raised,3.0,"Processing,Black Input",48944344.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48916285.0,2896.0,9283,94179.0,103503.0,AA034,2024-06-02T08:59:30,2024-06-02T02:59:30,Input or License Errors Alert,terminated,3.0,Input Lost,48916135.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48916229.0,2896.0,9283,94178.0,103502.0,AA034,2024-06-02T08:45:53,2024-06-02T02:45:52,Input or License Errors Alert,terminated,3.0,Input Lost,48916076.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48916135.0,2896.0,9283,94179.0,103503.0,AA034,2024-06-02T08:29:55,2024-06-02T02:29:54,Input or License Errors Alert,raised,3.0,Input Lost,48916285.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48916076.0,2896.0,9283,94178.0,103502.0,AA034,2024-06-02T08:19:10,2024-06-02T02:19:10,Input or License Errors Alert,raised,3.0,Input Lost,48916229.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48892098.0,2896.0,9283,94179.0,103503.0,AA034,2024-05-31T01:09:36,2024-05-30T19:09:36,Input or License Errors Alert,terminated,3.0,"Processing,Black Input",48891770.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48891770.0,2896.0,9283,94179.0,103503.0,AA034,2024-05-31T00:36:14,2024-05-30T18:36:13,Input or License Errors Alert,raised,3.0,"Processing,Black Input",48892098.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48870957.0,2896.0,9283,94179.0,103503.0,AA034,2024-05-29T01:11:22,2024-05-28T19:11:21,Input or License Errors Alert,terminated,3.0,"Processing,Black Input",48870667.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48870667.0,2896.0,9283,94179.0,103503.0,AA034,2024-05-29T00:38:54,2024-05-28T18:38:53,Input or License Errors Alert,raised,3.0,"Processing,Black Input",48870957.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48858527.0,2896.0,9283,94179.0,103503.0,AA034,2024-05-27T21:02:44,2024-05-27T15:02:43,Refused Events Alert,terminated,8.0,,48858063.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48858063.0,2896.0,9283,94179.0,103503.0,AA034,2024-05-27T20:01:01,2024-05-27T14:01:00,Refused Events Alert,raised,8.0,,48858527.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48843911.0,2896.0,9283,94179.0,103503.0,AA034,2024-05-26T09:03:33,2024-05-26T03:03:33,Input or License Errors Alert,terminated,3.0,Input Lost,48843553.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48843849.0,2896.0,9283,94178.0,103502.0,AA034,2024-05-26T08:59:07,2024-05-26T02:59:06,Input or License Errors Alert,terminated,3.0,Input Lost,48843681.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48843681.0,2896.0,9283,94178.0,103502.0,AA034,2024-05-26T08:25:25,2024-05-26T02:25:25,Input or License Errors Alert,raised,3.0,Input Lost,48843849.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48843553.0,2896.0,9283,94179.0,103503.0,AA034,2024-05-26T08:01:12,2024-05-26T02:01:11,Input or License Errors Alert,raised,3.0,Input Lost,48843911.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48838231.0,2896.0,9283,94179.0,103503.0,AA034,2024-05-25T20:09:51,2024-05-25T14:09:50,Refused Events Alert,terminated,8.0,,48837823.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48837823.0,2896.0,9283,94179.0,103503.0,AA034,2024-05-25T19:11:11,2024-05-25T13:11:10,Refused Events Alert,raised,8.0,,48838231.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48801896.0,2896.0,9283,94179.0,103503.0,AA034,2024-05-22T03:05:52,2024-05-21T21:05:51,Refused Events Alert,terminated,8.0,,48801438.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48801438.0,2896.0,9283,94179.0,103503.0,AA034,2024-05-22T02:04:35,2024-05-21T20:04:35,Refused Events Alert,raised,8.0,,48801896.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48797918.0,2896.0,9283,94179.0,103503.0,AA034,2024-05-21T19:12:06,2024-05-21T13:12:05,Refused Events Alert,terminated,8.0,,48797419.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48797419.0,2896.0,9283,94179.0,103503.0,AA034,2024-05-21T18:10:15,2024-05-21T12:10:15,Refused Events Alert,raised,8.0,,48797918.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48791050.0,2896.0,9283,94179.0,103503.0,AA034,2024-05-21T01:15:15,2024-05-20T19:15:14,Input or License Errors Alert,terminated,3.0,"Processing,Black Input",48790788.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
48790788.0,2896.0,9283,94179.0,103503.0,AA034,2024-05-21T00:46:46,2024-05-20T18:46:46,Input or License Errors Alert,raised,3.0,"Processing,Black Input",48791050.0,2936.0,AA034-CLV-544 - Quividi report - box-103502,1.0,5.0,Incident,2024-03-13T17:44:41Z,2024-03-04T18:44:41Z,Server and Media Players,AA034
,,9284,,,AA007,,,,,,,,2723.0,AA007-CLV-831 | Upload Error Alert,1.0,5.0,Incident,2024-02-16T17:43:34Z,2024-02-07T17:42:38Z,Server and Media Players,AA007
,,9284,,,AA007,,,,,,,,2694.0,AA007-CLV-831 | ENSP Server Installed,1.0,5.0,Incident,2024-01-31T20:25:44Z,2024-01-22T20:25:44Z,Server and Media Players,AA007
,,9284,,,AA007,,,,,,,,1505.0,AA007- CLV-831 | Monitoring,1.0,5.0,Incident,2023-08-28T21:00:00Z,2023-08-17T21:52:30Z,Server and Media Players,AA007
49060662.0,2896.0,9285,94177.0,103501.0,AA021,2024-06-16T09:57:56,2024-06-16T03:57:56,Input or License Errors Alert,terminated,3.0,Input Lost,49060511.0,4351.0,Support,1.0,5.0,Defect,2024-04-30T14:59:24Z,2024-04-19T14:59:24Z,Server and Media Players,AA021
49060662.0,2896.0,9285,94177.0,103501.0,AA021,2024-06-16T09:57:56,2024-06-16T03:57:56,Input or License Errors Alert,terminated,3.0,Input Lost,49060511.0,4300.0,Culvers Walker 786,2.0,2.0,Incident,2024-04-15T14:48:41Z,2024-04-12T14:48:41Z,Server and Media Players,AA021
49060642.0,2896.0,9285,94176.0,103500.0,AA021,2024-06-16T09:53:31,2024-06-16T03:53:30,Input or License Errors Alert,terminated,3.0,Input Lost,49060505.0,4351.0,Support,1.0,5.0,Defect,2024-04-30T14:59:24Z,2024-04-19T14:59:24Z,Server and Media Players,AA021
49060642.0,2896.0,9285,94176.0,103500.0,AA021,2024-06-16T09:53:31,2024-06-16T03:53:30,Input or License Errors Alert,terminated,3.0,Input Lost,49060505.0,4300.0,Culvers Walker 786,2.0,2.0,Incident,2024-04-15T14:48:41Z,2024-04-12T14:48:41Z,Server and Media Players,AA021
49060511.0,2896.0,9285,94177.0,103501.0,AA021,2024-06-16T09:23:45,2024-06-16T03:23:44,Input or License Errors Alert,raised,3.0,Input Lost,49060662.0,4351.0,Support,1.0,5.0,Defect,2024-04-30T14:59:24Z,2024-04-19T14:59:24Z,Server and Media Players,AA021
49060511.0,2896.0,9285,94177.0,103501.0,AA021,2024-06-16T09:23:45,2024-06-16T03:23:44,Input or License Errors Alert,raised,3.0,Input Lost,49060662.0,4300.0,Culvers Walker 786,2.0,2.0,Incident,2024-04-15T14:48:41Z,2024-04-12T14:48:41Z,Server and Media Players,AA021
49060505.0,2896.0,9285,94176.0,103500.0,AA021,2024-06-16T09:22:15,2024-06-16T03:22:15,Input or License Errors Alert,raised,3.0,Input Lost,49060642.0,4351.0,Support,1.0,5.0,Defect,2024-04-30T14:59:24Z,2024-04-19T14:59:24Z,Server and Media Players,AA021
49060505.0,2896.0,9285,94176.0,103500.0,AA021,2024-06-16T09:22:15,2024-06-16T03:22:15,Input or License Errors Alert,raised,3.0,Input Lost,49060642.0,4300.0,Culvers Walker 786,2.0,2.0,Incident,2024-04-15T14:48:41Z,2024-04-12T14:48:41Z,Server and Media Players,AA021
49055015.0,2896.0,9285,94176.0,103500.0,AA021,2024-06-15T21:27:47,2024-06-15T15:27:46,Refused Events Alert,terminated,8.0,,49054562.0,4351.0,Support,1.0,5.0,Defect,2024-04-30T14:59:24Z,2024-04-19T14:59:24Z,Server and Media Players,AA021
49055015.0,2896.0,9285,94176.0,103500.0,AA021,2024-06-15T21:27:47,2024-06-15T15:27:46,Refused Events Alert,terminated,8.0,,49054562.0,4300.0,Culvers Walker 786,2.0,2.0,Incident,2024-04-15T14:48:41Z,2024-04-12T14:48:41Z,Server and Media Players,AA021
49054562.0,2896.0,9285,94176.0,103500.0,AA021,2024-06-15T20:24:33,2024-06-15T14:24:33,Refused Events Alert,raised,8.0,,49055015.0,4351.0,Support,1.0,5.0,Defect,2024-04-30T14:59:24Z,2024-04-19T14:59:24Z,Server and Media Players,AA021
49054562.0,2896.0,9285,94176.0,103500.0,AA021,2024-06-15T20:24:33,2024-06-15T14:24:33,Refused Events Alert,raised,8.0,,49055015.0,4300.0,Culvers Walker 786,2.0,2.0,Incident,2024-04-15T14:48:41Z,2024-04-12T14:48:41Z,Server and Media Players,AA021
48988486.0,2896.0,9285,94177.0,103501.0,AA021,2024-06-09T09:33:07,2024-06-09T03:33:06,Input or License Errors Alert,terminated,3.0,Input Lost,48988349.0,4351.0,Support,1.0,5.0,Defect,2024-04-30T14:59:24Z,2024-04-19T14:59:24Z,Server and Media Players,AA021
48988486.0,2896.0,9285,94177.0,103501.0,AA021,2024-06-09T09:33:07,2024-06-09T03:33:06,Input or License Errors Alert,terminated,3.0,Input Lost,48988349.0,4300.0,Culvers Walker 786,2.0,2.0,Incident,2024-04-15T14:48:41Z,2024-04-12T14:48:41Z,Server and Media Players,AA021
48988349.0,2896.0,9285,94177.0,103501.0,AA021,2024-06-09T09:02:04,2024-06-09T03:02:04,Input or License Errors Alert,raised,3.0,Input Lost,48988486.0,4351.0,Support,1.0,5.0,Defect,2024-04-30T14:59:24Z,2024-04-19T14:59:24Z,Server and Media Players,AA021
48988349.0,2896.0,9285,94177.0,103501.0,AA021,2024-06-09T09:02:04,2024-06-09T03:02:04,Input or License Errors Alert,raised,3.0,Input Lost,48988486.0,4300.0,Culvers Walker 786,2.0,2.0,Incident,2024-04-15T14:48:41Z,2024-04-12T14:48:41Z,Server and Media Players,AA021
48916623.0,2896.0,9285,94177.0,103501.0,AA021,2024-06-02T10:00:59,2024-06-02T04:00:58,Input or License Errors Alert,terminated,3.0,Input Lost,48916449.0,4351.0,Support,1.0,5.0,Defect,2024-04-30T14:59:24Z,2024-04-19T14:59:24Z,Server and Media Players,AA021
48916623.0,2896.0,9285,94177.0,103501.0,AA021,2024-06-02T10:00:59,2024-06-02T04:00:58,Input or License Errors Alert,terminated,3.0,Input Lost,48916449.0,4300.0,Culvers Walker 786,2.0,2.0,Incident,2024-04-15T14:48:41Z,2024-04-12T14:48:41Z,Server and Media Players,AA021
48916449.0,2896.0,9285,94177.0,103501.0,AA021,2024-06-02T09:26:32,2024-06-02T03:26:32,Input or License Errors Alert,raised,3.0,Input Lost,48916623.0,4351.0,Support,1.0,5.0,Defect,2024-04-30T14:59:24Z,2024-04-19T14:59:24Z,Server and Media Players,AA021
48916449.0,2896.0,9285,94177.0,103501.0,AA021,2024-06-02T09:26:32,2024-06-02T03:26:32,Input or License Errors Alert,raised,3.0,Input Lost,48916623.0,4300.0,Culvers Walker 786,2.0,2.0,Incident,2024-04-15T14:48:41Z,2024-04-12T14:48:41Z,Server and Media Players,AA021
48915551.0,2896.0,9285,94176.0,103500.0,AA021,2024-06-02T06:34:28,2024-06-02T00:34:27,Refused Events Alert,terminated,8.0,,48915112.0,4351.0,Support,1.0,5.0,Defect,2024-04-30T14:59:24Z,2024-04-19T14:59:24Z,Server and Media Players,AA021
48915551.0,2896.0,9285,94176.0,103500.0,AA021,2024-06-02T06:34:28,2024-06-02T00:34:27,Refused Events Alert,terminated,8.0,,48915112.0,4300.0,Culvers Walker 786,2.0,2.0,Incident,2024-04-15T14:48:41Z,2024-04-12T14:48:41Z,Server and Media Players,AA021
48915112.0,2896.0,9285,94176.0,103500.0,AA021,2024-06-02T05:32:30,2024-06-01T23:32:29,Refused Events Alert,raised,8.0,,48915551.0,4351.0,Support,1.0,5.0,Defect,2024-04-30T14:59:24Z,2024-04-19T14:59:24Z,Server and Media Players,AA021
